Patient Name: EQUIPO 4 2025, QA
Patient ID: Eq4-2025
Plan: PerfDiag
Course: C-Fisica
Date: Friday, August 07, 2026 2:46:47 PM
Exported by: paberbuj

Start: (-29.79, -9.98, 0.00)
End:   (30.24, -9.98, -0.23)

	40x40	20x20	10x10	Total
-18.652156	63.503469	4.527859	0.902091	68.933419
-18.627150	63.529423	4.548062	0.906334	68.983820
-18.602145	63.554878	4.569045	0.910383	69.034306
-18.577140	63.579490	4.591344	0.914101	69.084935
-18.552134	63.604103	4.613643	0.917819	69.135564
-18.527129	63.628716	4.635941	0.921537	69.186193
-18.502123	63.653329	4.658239	0.925255	69.236822
-18.477118	63.677942	4.680536	0.928973	69.287451
-18.452112	63.702556	4.702833	0.932691	69.338079
-18.427107	63.727169	4.725129	0.936409	69.388707
-18.402101	63.751783	4.747425	0.940127	69.439335
-18.377096	63.776397	4.769721	0.943845	69.489963
-18.352091	63.800827	4.792353	0.947512	69.540693
-18.327085	63.824947	4.815550	0.951096	69.591593
-18.302080	63.849068	4.838747	0.954679	69.642494
-18.277074	63.873187	4.861944	0.958263	69.693394
-18.252069	63.897307	4.885141	0.961846	69.744294
-18.227063	63.921427	4.908338	0.965430	69.795194
-18.202058	63.945546	4.931535	0.969013	69.846094
-18.177053	63.969665	4.954732	0.972597	69.896994
-18.152047	63.993784	4.977929	0.976181	69.947893
-18.127042	64.017902	5.001126	0.979764	69.998793
-18.102036	64.041364	5.024845	0.984147	70.050356
-18.077031	64.063737	5.049429	0.989855	70.103021
-18.052025	64.086110	5.074012	0.995563	70.155685
-18.027020	64.108482	5.098596	1.001272	70.208350
-18.002015	64.130855	5.123178	1.006980	70.261014
-17.977009	64.153228	5.147761	1.012689	70.313678
-17.952004	64.175601	5.172344	1.018397	70.366341
-17.926998	64.197973	5.196926	1.024106	70.419005
-17.901993	64.220346	5.221508	1.029814	70.471668
-17.876987	64.242719	5.246089	1.035522	70.524331
-17.851982	64.264730	5.271349	1.040829	70.576909
-17.826977	64.286147	5.297724	1.045476	70.629348
-17.801971	64.307564	5.324100	1.050123	70.681787
-17.776966	64.328981	5.350476	1.054770	70.734227
-17.751960	64.350398	5.376852	1.059417	70.786667
-17.726955	64.371815	5.403228	1.064064	70.839108
-17.701949	64.393232	5.429605	1.068711	70.891548
-17.676944	64.414650	5.455982	1.073358	70.943990
-17.651939	64.436067	5.482359	1.078005	70.996432
-17.626933	64.457485	5.508736	1.082652	71.048874
-17.601928	64.478479	5.535532	1.087552	71.101563
